 4594.0000   np.nan  np.nan  np.nan  np.nan  np.nan  np.nan   np.nan     5.734000  np.nan                                       
 4594.5000   np.nan  np.nan  np.nan  np.nan  np.nan  np.nan   np.nan     5.734000  np.nan                                       
 4595.0000   np.nan  np.nan  np.nan  np.nan  np.nan  np.nan   np.nan     5.664000  np.nan                                       
 4595.5000   np.nan   129.906998  np.nan  np.nan  np.nan  np.nan   np.nan     5.527000  np.nan                                       
 4596.0000   np.nan   130.100006  np.nan  np.nan  np.nan  np.nan   np.nan     5.323000  np.nan                                       
 4596.5000   np.nan   128.871994  np.nan  np.nan  np.nan  np.nan   np.nan     5.147000  np.nan                                       
 4597.0000   np.nan   127.527000  np.nan  np.nan  np.nan  np.nan   np.nan     5.170000  np.nan                                       
 4597.5000     10.580000   126.595001  np.nan  np.nan     4.830000     2.545000      4.830000     5.217000   -11.915611                                       
 4598.0000     10.523000   126.595001  np.nan  np.nan     4.828000     2.553000      4.828000     5.330000   -12.274290                                       
 4598.5000     10.460000   126.573997  np.nan  np.nan     4.830000     2.558000      4.830000     5.512000   -12.280268                                       
 4599.0000     10.479000   126.027000  np.nan  np.nan     4.890000     2.560000      4.890000     5.595000   -12.638283                                       
 4599.5000     10.493000   123.468002  np.nan  np.nan     4.830000     2.562000      4.830000     5.595000   -12.914598                                       
 4600.0000     10.549000   120.667999  np.nan  np.nan     4.860000     2.565000      4.860000     5.595000   -13.355640                                       
 4600.5000     10.628000   119.109001  np.nan  np.nan     4.830000     2.570000      4.830000     5.595000   -13.713655                                       
 4601.0000     10.755000   118.699997  np.nan  np.nan     4.890000     2.571000      4.890000     5.527000   -13.718968                                       
 4601.5000     10.879000   116.285004  np.nan  np.nan     4.890000     2.564000      4.890000     5.460000   -13.370917                                       
 4602.0000     10.942000   114.106003  np.nan  np.nan     4.890000     2.550000      4.890000     5.460000   -13.263314                                       
 4602.5000     10.900000   112.871002  np.nan  np.nan     4.890000     2.540000      4.890000     5.507000   -12.744558                                       
 4603.0000     10.753000   113.885002  np.nan  np.nan     4.950000     2.543000      4.950000     5.557000   -12.326764                                       
 4603.5000     10.612000   116.850998  np.nan  np.nan     4.950000     2.543000      4.950000     5.664000   -12.332077                                       
 4604.0000     10.588000   119.663002  np.nan  np.nan     4.950000     2.518000      4.950000     5.734000   -12.317465                                       
 4604.5000     10.657000   121.031998  np.nan  np.nan     4.950000     2.473000      4.950000     5.804000   -12.203883                                       
 4605.0000     10.860000   120.308998  np.nan  np.nan     5.011000     2.419000      5.011000     5.804000   -12.090302                                       
 4605.5000     11.058000   119.294998  np.nan  np.nan     5.073000     2.409000      5.073000     5.664000   -11.998639                                       
 4606.0000     11.062000   120.307999  np.nan  np.nan     5.129000     2.437000      5.129000     5.664000   -12.168679                                       
 4606.5000     10.953000   122.575996  np.nan  np.nan     5.263000     2.478000      5.263000     5.876000   -12.362632                                       
 4607.0000     10.832000   125.725998  np.nan  np.nan     5.255000     2.532000      5.255000     5.948000   -12.720646                                       
 4607.5000     10.948000   126.400002  np.nan  np.nan     5.199000     2.552000      5.199000     5.869000   -13.168330                                       
 4608.0000     11.104000   124.964996  np.nan  np.nan     5.135000     2.523000      5.135000     5.734000   -13.827237                                       
 4608.5000     11.235000   121.477997  np.nan  np.nan     5.073000     2.460000      5.073000     5.555000   -14.150712                                       
 4609.0000     11.367000   116.484001  np.nan  np.nan     5.011000     2.367000      5.011000     5.437000   -14.508727                                       
 4609.5000     11.521000   113.474998  np.nan  np.nan     5.073000     2.321000      5.073000     5.327000   -14.867406                                       
 4610.0000     11.614000   113.589996  np.nan  np.nan     5.011000     2.336000      5.011000     5.327000   -14.990286                                       
 4610.5000     11.612000   115.761002  np.nan  np.nan     5.011000     2.386000      5.011000     5.327000   -15.212800                                       
 4611.0000     11.024000   122.247002  np.nan  np.nan     5.011000     2.459000      5.011000     5.393000   -15.447269                                       
 4611.5000     10.477000   123.306000  np.nan  np.nan     5.011000     2.525000      5.011000     5.527000   -14.887997                                       
 4612.0000     10.365000   122.774002  np.nan  np.nan     5.011000     2.555000      5.044000     5.595000   -14.610353                                       
 4612.5000     10.470000   122.666000  np.nan  np.nan     5.003000     2.567000      5.003000     5.595000   -14.033809                                       
 4613.0000     10.558000   124.694000  np.nan  np.nan     4.998000     2.554000      4.998000     5.595000   -13.487821                                       
 4613.5000     10.594000   127.632004  np.nan  np.nan     5.014000     2.543000      5.014000     5.529000   -13.482507                                       
 4614.0000     10.656000   128.863007  np.nan  np.nan     5.016000     2.541000      5.016000     5.526000   -13.122499                                       
 4614.5000     10.786000   126.541000  np.nan  np.nan     5.019000     2.551000      5.019000     5.468000   -12.763821                                       
 4615.0000     10.782000   122.815002  np.nan  np.nan     5.022000     2.561000      5.022000     5.443000   -12.693413                                       
 4615.5000     10.723000   120.323997  np.nan  np.nan     4.963000     2.566000      4.963000     5.411000   -12.449644                                       
 4616.0000     10.660000   119.883003  np.nan  np.nan     5.027000     2.569000      5.027000     5.525000   -12.206539                                       
 4616.5000     10.588000   120.850998  np.nan  np.nan     5.029000     2.575000      5.029000     5.546000   -12.035171                                       
 4617.0000     10.489000   121.019997  np.nan  np.nan     5.029000     2.579000      5.029000     5.614000   -12.028528                                       
 4617.5000     10.416000   119.464996  np.nan  np.nan     5.029000     2.576000      5.029000     5.614000   -12.199233                                       
 4618.0000     10.366000   117.500000  np.nan  np.nan     5.114000     2.574000      5.114000     5.614000   -12.017237                                       
 4618.5000     10.348000   116.078003  np.nan  np.nan     5.029000     2.570000      5.029000     5.681000   -12.011924                                       
 4619.0000     10.332000   116.584999  np.nan  np.nan     5.010000     2.558000      5.010000     5.567000   -12.005281                                       
 4619.5000     10.314000   118.765999  np.nan  np.nan     5.091000     2.551000      5.091000     5.478000   -11.999967                                       
 4620.0000     10.278000   121.337997  np.nan  np.nan     5.029000     2.552000      5.076000     5.412000   -12.346690                                       
 4620.5000     10.298000   123.511002  np.nan  np.nan     5.029000     2.566000      5.161000     5.412000   -12.341376                                       
 4621.0000     10.345000   123.391998  np.nan  np.nan     5.091000     2.562000      5.248000     5.412000   -12.292888                                       
 4621.5000     10.358000   121.503998  np.nan  np.nan     5.091000     2.551000      5.370000     5.503000   -12.018565                                       
 4622.0000     10.207000   120.512001  np.nan  np.nan     5.222000     2.530000      5.546000     5.693000   -11.744243                                       
 4622.5000      9.955000   120.432999  np.nan  np.nan     5.281000     2.529000      5.281000     5.895000   -11.258698                                       
 4623.0000      9.857000   122.060997  np.nan  np.nan     5.412000     2.539000      5.412000     6.245000   -10.968433                                       
 4623.5000      9.772000   123.926003  np.nan  np.nan     5.444000     2.553000      5.444000     6.461000   -10.894705                                       
 4624.0000      9.700000   124.776001  np.nan  np.nan     5.413000     2.564000      5.432000     6.661000   -10.716030                                       
 4624.5000      9.690000   124.765999  np.nan  np.nan     5.428000     2.575000      5.614000     6.661000   -10.529384                                       
 4625.0000      9.718000   123.640999  np.nan  np.nan     5.443000     2.576000      5.546000     6.511000   -10.524734                                       
 4625.5000      9.740000   121.584000  np.nan  np.nan     5.457000     2.570000      5.546000     6.293000   -10.526063                                       
 4626.0000      9.755000   122.302002  np.nan  np.nan     5.472000     2.569000      5.464000     6.008000   -10.698760                                       
 4626.5000      9.786000   124.421997  np.nan  np.nan     5.412000     2.576000      5.426000     5.895000   -11.102606                                       
 4627.0000      9.796000   125.901001  np.nan  np.nan     5.412000     2.591000      5.388000     5.968000   -11.505788                                       
 4627.5000      9.801000   124.956001  np.nan  np.nan     5.358000     2.597000      5.350000     5.968000   -11.594129                                       
 4628.0000      9.827000   122.470001  np.nan  np.nan     5.281000     2.588000      5.313000     5.968000   -11.946830                                       
 4628.5000      9.841000   120.705002  np.nan  np.nan     5.255000     2.576000      5.276000     5.968000   -12.301523                                       
 4629.0000      9.812000   120.995003  np.nan  np.nan     5.200000     2.562000      5.239000     5.895000   -12.684778                                       
 4629.5000      9.794000   123.391998  np.nan  np.nan     5.180000     2.554000      5.202000     5.895000   -12.953123                                       
 4630.0000      9.797000   127.171997  np.nan  np.nan     5.160000     2.548000      5.166000     5.895000   -13.221468                                       
 4630.5000      9.826000   129.296005  np.nan  np.nan     5.091000     2.540000      5.091000     5.895000   -13.370254                                       
 4631.0000      9.893000   128.737000  np.nan  np.nan     5.091000     2.536000      5.091000     5.895000   -13.372910                                       
